"x","y","set","path"
2.48254128513764,-0.767137608193572,"AB",1
1.80937812620306,-2.81676685033896,"AB",90
1.93376906393414,-2.63608415900325,"AB",91
2.14696708210537,-2.25289986026507,"AB",93
2.23491568937327,-2.05194120079111,"AB",94
2.42007042124976,-1.42136209321939,"AB",97
2.48254128513764,-0.767137608193573,"AB",100
-0.0609674923175785,-0.423652378558501,"AB",48
-0.078430809496981,-0.560491669014367,"AB",49
-0.0871800832052929,-0.69816304973291,"AB",50
-0.0871800832052929,-0.836112166654234,"AB",51
-0.078430809496981,-0.973783547372777,"AB",52
-0.0609674923175785,-1.11062283782864,"AB",53
-0.0348604502817982,-1.24607903449574,"AB",54
-0.000214807233600567,-1.37960670307851,"AB",55
0.0428299310504237,-1.51066817478333,"AB",56
0.0941004386015767,-1.63873571132097,"AB",57
0.153390267181556,-1.76329362992244,"AB",58
0.220460677576646,-1.88384037981146,"AB",59
0.295041600916268,-1.99989056177247,"AB",60
0.376832726145007,-2.11097688268188,"AB",61
0.465504709269233,-2.21665203713263,"AB",62
0.560700499509131,-2.31649050857513,"AB",63
0.662036777016164,-2.41009028272225,"AB",64
0.76910549636682,-2.49707446631894,"AB",65
0.88147552961751,-2.5770928047584,"AB",66
0.998694402304639,-2.6498230924337,"AB",67
1.2457730458821,-2.77227860434555,"AB",69
1.37463791827962,-2.82151074345554,"AB",70
1.50636583923302,-2.86247064702802,"AB",71
1.64042638689718,-2.89499338398786,"AB",72
-0.0264803835763059,-0.401693103165954,"AB",66
0.59840992840332,-0.687070946515227,"AB",71
2.42007042124976,-0.112913123167749,"AB",4
2.37174283625957,0.101058334898389,"AB",5
2.23491568937327,0.51766598440397,"AB",7
2.14696708210537,0.718624643877929,"AB",8
2.04644995796499,0.913600663153324,"AB",9
1.80937812620306,1.28249163395181,"AB",11
1.64042638689718,1.36071816760071,"AB",29
1.50636583923302,1.32819543064088,"AB",30
1.37463791827962,1.28723552706839,"AB",31
1.2457730458821,1.2380033879584,"AB",32
1.12029011539956,1.18069725375893,"AB",33
0.998694402304638,1.11554787604656,"AB",34
0.88147552961751,1.04281758837126,"AB",35
0.769105496366819,0.962799249931798,"AB",36
0.662036777016164,0.875815066335103,"AB",37
0.56070049950913,0.782215292187989,"AB",38
0.465504709269233,0.682376820745492,"AB",39
0.376832726145006,0.576701666294741,"AB",40
0.295041600916268,0.465615345385324,"AB",41
0.220460677576645,0.349565163424319,"AB",42
0.153390267181556,0.229018413535293,"AB",43
0.0941004386015767,0.104460494933825,"AB",44
0.0428299310504237,-0.0236070416038161,"AB",45
-0.000214807233600567,-0.154668513308635,"AB",46
-0.0348604502817982,-0.288196181891404,"AB",47
0.0907384895542915,-0.474423391116412,"AB",67
0.212334203109243,-0.539572769075264,"AB",68
0.337817134066513,-0.596878903491538,"AB",69
0.466682006951556,-0.646111042787782,"AB",70
0.732470476574664,-0.719593683598105,"AB",72
0.868323836953938,-0.743548296452882,"AB",73
1.00542297600749,-0.758838328308221,"AB",74
1.14321584389065,-0.765402211602364,"AB",75
1.28114759735757,-0.763213515893967,"AB",76
1.4186628339192,-0.752281054288159,"AB",77
1.55520782825304,-0.732648847949285,"AB",78
1.69023276185964,-0.704395948843206,"AB",79
1.82319393698755,-0.667636121422936,"AB",80
1.95355596591236,-0.622517384539347,"AB",81
2.08079392675405,-0.569221415421489,"AB",82
2.20439547715216,-0.507962818126523,"AB",83
2.32386291728763,-0.438988259404913,"AB",84
2.43871519394433,-0.362575475460492,"AB",85
