x,y
2.4194158511538677,-0.676693423329686
2.4124559732810034,-0.4574426527189538
2.391604364634158,-0.23907472757827775
2.3569449872819073,-0.02246893847060083
2.308617402304038,0.19150251954100395
2.246816207828336,0.40197805891501637
2.171790255452607,0.6081101689404078
2.0838416482071276,0.8090688283631495
1.9833245240923616,1.0040448475888528
1.870643630090227,1.1922531270036665
1.7462526923908501,1.3729358182933271
1.6106525893973402,1.5453653760308412
1.464389334865241,1.7088474872451378
1.3080518792978495,1.862723867174349
1.1422697384504041,2.006374909946209
0.967710458492324,2.139222183512217
0.7850769280343901,2.2607307587893386
0.5951045478443904,2.3704113636306294
0.39855826964778185,2.467822352951478
0.19622951593707838,2.552571487078491
-0.011067006807200297,2.6243175111602186
-0.22249658865197885,2.6827715292799947
-0.43720787729392174,2.7276981677378345
-0.6543363061546792,2.758916522817243
-0.8730075756853559,2.7763008892206402
-1.092341173862212,2.7797812662402244
-1.3114539216978172,2.769343639626113
-1.5294635294911163,2.745030038016788
-1.7454921494966582,2.7069383637045945
-1.958669910707636,2.655221998417768
-2.1681384215194157,2.5900891857063524
-2.3730542261695637,2.511802192418914
-2.5725922010365103,2.4206762526465146
-2.765948877121152,2.3170782983862868
-2.9523456753329276,2.2014254820357833
-3.1310320415530297,2.074183496667505
-3.3012884688509265,1.9358647008472671
-3.4624293946848375,1.7870260555470783
-3.6138059614201126,1.628266881459892
-3.7548086290499265,1.4602264457466931
-3.8848696295977456,1.283581387933278
-4.003465253318585,1.0990429953216851
-4.110117957493306,0.9073543388872882
-4.204398289324605,0.7092872811942292
-4.285926615191853,0.5056393683773075
-4.354374649301697,0.29723061870517153
-4.409466775579084,0.08490022065618463
-4.450981157475917,-0.13049684619740387
-4.478750631228541,-0.34809325389042567
-4.492663378967215,-0.5670128184883957
-4.492663378967215,-0.786374028170977
-4.478750631228541,-1.0052935927689468
-4.450981157475917,-1.2228900004619687
-4.409466775579084,-1.4382870673155557
-4.354374649301697,-1.6506174653645442
-4.285926615191853,-1.8590262150366785
-4.204398289324605,-2.062674127853602
-4.110117957493307,-2.2607411855466593
-4.003465253318584,-2.4524298419810573
-3.884869629597746,-2.6369682345926493
-3.754808629049926,-2.8136132924060657
-3.613805961420113,-2.981653728119263
-3.462429394684837,-3.1404129022064513
-3.3012884688509274,-3.2892515475066384
-3.131032041553029,-3.4275703433268774
-2.9523456753329285,-3.5548123286951547
-2.76594887712115,-3.670465145045659
-2.57259220103651,-3.774063099305887
-2.3730542261695637,-3.8651890390782855
-2.1681384215194166,-3.943476032365724
-1.9586699107076346,-4.00860884507714
-1.7454921494966575,-4.060325210363966
-1.5294635294911163,-4.098416884676159
-1.311453921697818,-4.1227304862854846
-1.0923411738622106,-4.133168112899596
-0.8730075756853551,-4.129687735880013
-0.6543363061546801,-4.1123033694766145
-0.4372078772939233,-4.081085014397207
-0.2224965886519782,-4.036158375939367
-0.011067006807200297,-3.97770435781959
0.1962295159370775,-3.905958333737863
0.3985582696477832,-3.8212091996108493
0.595104547844391,-3.723798210290001
0.7850769280343901,-3.614117605448711
0.9677104584923231,-3.4926090301715886
1.142269738450405,-3.3597617566055797
1.30805187929785,-3.2161107138337206
1.464389334865241,-3.0622343339045095
1.6106525893973394,-2.898752222690214
1.7462526923908506,-2.726322664952698
1.870643630090227,-2.545639973663038
1.9833245240923616,-2.357431694248225
