x,y,set,path
3.065772767422933,-2.95920097372802,B,82
3.1893743197789766,-2.8979423754626747,B,83
3.3088417618068946,-2.8289678156484603,B,84
3.4236940402829306,-2.752555030493607,B,85
3.5334686856180593,-2.6690117073145165,B,86
3.6377236740597887,-2.5786742455875373,B,87
3.736039207565816,-2.4819064023869988,B,88
3.828019404182566,-2.379097827663863,B,89
3.913293892122102,-2.2706624952628918,B,90
3.9915193011185877,-2.157037035996092,B,91
4.062380645059167,-2.0386789794845326,B,92
4.125592590321861,-1.9160649118480457,B,93
4.180900604713358,-1.7896885566611318,B,94
4.228081982380324,-1.6600587869023844,B,95
4.266946740567265,-1.527697575902601,B,96
4.29733838461004,-1.3931378955424107,B,97
4.319134538084626,-1.2569215701626277,B,98
4.3322474355738,-1.119597094828851,B,99
4.336624276067488,-0.9817174267354317,B,100
3.428668655627558,1.1936824624527285,C,1
3.424291815278025,1.3315621260049786,C,2
3.411178918220734,1.468886596815872,C,3
3.38938276546402,1.6051029177092695,C,4
3.3589911224222178,1.7396625936376346,C,5
3.320126365515316,1.8720238002780034,C,6
3.2729449894023044,2.0016535657672985,C,7
3.217636976832418,2.1280299167919114,C,8
3.1544250336516564,2.250643980390013,C,9
3.0835636920449483,2.369002033003362,C,10
3.005338285624874,2.4826274885278226,C,11
2.9200638004939177,2.591062817357394,C,12
2.8280836069066035,2.693871388694454,C,13
2.729768076638672,2.790639228707872,C,14
2.6255130916306575,2.880976687459519,C,15
2.51573844991104,2.9645200078870477,C,16
2.4008861752177486,3.040932790525189,C,17
2.2814187371245795,3.1099073480676753,C,18
2.157817188839445,3.171165944315423,C,19
2.0305792301728935,3.2244619125221825,C,20
1.9002172034766305,3.269580648634465,C,21
1.7672560306216967,3.3063404754263233,C,22
1.6322310993233615,3.334593374049418,C,23
1.4956861073237553,3.354225580052679,C,24
1.3581708731129558,3.365158041471595,C,25
1.2202391220039859,3.367346737142577,C,26
1.0824462564764088,3.3607828539606444,C,27
0.9453471197665708,3.345492822366688,C,28
0.8094937617097165,3.3215382099214175,C,29
0.6754332158301447,3.2890154733945165,C,30
0.5437052966302779,3.248055570367283,C,31
0.4148404259481857,3.198823431912665,C,32
0.2893574971360522,3.1415172984760424,C,33
0.16776178565978506,3.0763679216309217,C,34
0.05054291453305226,3.003637634923792,C,35
-0.06182711722179102,2.9236192975495214,C,36
-0.16889583514716877,2.8366351151107425,C,37
-0.2702321113052337,2.74303534220961,C,38
-0.3654279002779035,2.6431968720961425,C,39
-0.45409988222174635,2.537521719052118,C,40
-0.5358910063616975,2.4264353996214614,C,41
-0.6104719287085136,2.3103852192052927,C,42
-0.677542338210775,2.1898384709209617,C,43
-0.7368321660015,2.0652805539775843,C,44
-0.7881026728701497,1.9372130191447523,C,45
-0.8311474105811709,1.8061515491845976,C,46
-0.865793053168173,1.6726238823793225,C,47
-0.8919000948564215,1.537167687515392,C,48
-0.9093634118033558,1.4003283988811035,C,49
-0.9181126853951991,1.2626570199952147,C,50
-0.9181126853951991,1.1247079049102418,C,51
-0.9093634118033558,0.987036526024353,C,52
-0.8919000948564215,0.8501972373900647,C,53
-0.865793053168173,0.7147410425261349,C,54
-0.8311474105811709,0.5812133757208587,C,55
-0.7881026728701501,0.4501519057607051,C,56
-0.7368321660015,0.32208437092787234,C,57
-0.6775423382107753,0.19752645398449575,C,58
-0.6104719287085134,0.07697970570016399,C,59
-0.5358910063616977,-0.039070474716004,C,60
-0.45409988222174613,-0.15015679414666172,C,61
-0.36542790027790373,-0.25583194719068514,C,62
-0.2702321113052335,-0.3556704173041536,C,63
-0.16889583514716922,-0.44927019020528514,C,64
-0.06182711722179057,-0.5362543726440645,C,65
0.0505429145330516,-0.6162727100183352,C,66
0.1677617856597864,-0.6890029967254654,C,67
0.2893574971360525,-0.7541523735705857,C,68
0.4148404259481857,-0.8114585070072082,C,69
0.5437052966302773,-0.8606906454618262,C,70
0.6754332158301455,-0.90165054848906,C,71
0.809493761709717,-0.9341732850159605,C,72
0.9453471197665708,-0.9581278974612313,C,73
1.0824462564764084,-0.973417929055187,C,74
1.2202391220039868,-0.9799818122371202,C,75
1.3581708731129563,-0.9777931165661382,C,76
1.4956861073237548,-0.9668606551472219,C,77
1.6322310993233606,-0.9472284491439615,C,78
1.7672560306216971,-0.9189755505208663,C,79
1.9002172034766305,-0.8822157237290082,C,80
2.030579230172893,-0.837096987616726,C,81
2.157817188839446,-0.7838010194099658,C,82
2.2814187371245795,-0.7225424231622182,C,83
2.4008861752177486,-0.6535678656197321,C,84
2.5157384499110393,-0.5771550829815908,C,85
2.625513091630658,-0.4936117625540619,C,86
2.7297680766386723,-0.40327430380241447,C,87
2.8280836069066035,-0.30650646378899715,C,88
2.9200638004939172,-0.20369789245193837,C,89
3.005338285624874,-0.0952625636223654,C,90
3.0835636920449483,0.018362891902095058,C,91
3.1544250336516564,0.1367209445154438,C,92
3.2176369768324173,0.2593350081135447,C,93
3.2729449894023044,0.38571135913815935,C,94
3.320126365515316,0.5153411246274535,C,95
3.3589911224222178,0.6477023312678218,C,96
3.38938276546402,0.7822620071961885,C,97
3.411178918220734,0.9184783280895854,C,98
3.424291815278025,1.0558027989004783,C,99
3.428668655627558,1.193682462452728,C,100
